"Name","CurrentGroup","TargetMuscle","SuggestedGroup","NeedsUpdate"
"Narrow Stance Machine Hack Squat Video Exercise Guide","machine","Quads","quads","True"
"Bent Over Kettlebell Row Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"Meadows Row Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"Trap Bar Row Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"Ring Inverted Row with Chains Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"Batwing Reverse Sled Drag Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"Double Arm Sled Row Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"Yoga Plex Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"High Pull Sled Drag Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"Inverted Rope Row Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"Reverse Lunge Sled Row Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"Weight Vest Weighted Inverted Row Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"Weighted Inverted Row Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"Field Goal Angel Foam Rolling Video Exercise Guide","middle-back","Upper Back","middle-back","False"
"Landmine Rotation Video Exercise Guide","obliques","Obliques","obliques","False"
"Off Bench Oblique Hold Video Exercise Guide","obliques","Obliques","obliques","False"
"Box Squat Video Exercise Guide","quads","Quads","quads","False"
"1 KB Kettlebell Snatch Video Exercise Guide","quads","Quads","quads","False"
"Kettlebell Goblet Squat Video Exercise Guide","quads","Quads","quads","False"
"Kettlebell Reverse Lunge Video Exercise Guide","quads","Quads","quads","False"
"Landmine Goblet Squat Video Exercise Guide","quads","Quads","quads","False"
"Kettlebell Step Up Video Exercise Guide","quads","Quads","quads","False"
"Double Kettlebell Split Squat Video Exercise Guide","quads","Quads","quads","False"
"Single Leg Squat From Bench Video Exercise Guide","quads","Quads","quads","False"
"Landmine Reverse Lunge Video Exercise Guide","quads","Quads","quads","False"
"Kettlebell Walking Lunge Video Exercise Guide","quads","Quads","quads","False"
"1 KB Kettlebell Clean Video Exercise Guide","quads","Quads","quads","False"
"Box Jump Video Exercise Guide","quads","Quads","quads","False"
"Kettlebell Lateral Lunge Video Exercise Guide","quads","Quads","quads","False"
"Double Kettlebell Front Squat Video Exercise Guide","quads","Quads","quads","False"
"1 Dumbbell Step Up Video Exercise Guide","quads","Quads","quads","False"
"Seated Vertical Jump Video Exercise Guide","quads","Quads","quads","False"
"Sled Push Video Exercise Guide","quads","Quads","quads","False"
"1 KB Kettlebell Push Press Video Exercise Guide","quads","Quads","quads","False"
"Reverse Sled Drag Video Exercise Guide","quads","Quads","quads","False"
"1 KB Kettlebell Clean & Press Video Exercise Guide","quads","Quads","quads","False"
"Depth Jump to Broad Jump Video Exercise Guide","quads","Quads","quads","False"
"Counterbalanced Squat Video Exercise Guide","quads","Quads","quads","False"
"2 KB Kettlebell Snatch Video Exercise Guide","quads","Quads","quads","False"
"Split Squat with Banded Adduction Video Exercise Guide","quads","Quads","quads","False"
"Wall Ball Video Exercise Guide","quads","Quads","quads","False"
"Depth Jump to Box Jump Video Exercise Guide","quads","Quads","quads","False"
"Weighted Sissy Squat Video Exercise Guide","quads","Quads","quads","False"
"1 Kettlebell Step Up Video Exercise Guide","quads","Quads","quads","False"
"Depth Jump Video Exercise Guide","quads","Quads","quads","False"
"Seated Box Jump Video Exercise Guide","quads","Quads","quads","False"
"Depth Jump to Hurdle Hop Video Exercise Guide","quads","Quads","quads","False"
"Sled Sprint Video Exercise Guide","quads","Quads","quads","False"
"Overhead Step Up Video Exercise Guide","quads","Quads","quads","False"
"Band Resisted Box Squat Video Exercise Guide","quads","Quads","quads","False"
"Offset Single Kettlebell Front Squat Video Exercise Guide","quads","Quads","quads","False"
"1 KB Kettlebell Split Snatch Video Exercise Guide","quads","Quads","quads","False"
"2 KB Kettlebell Split Snatch Video Exercise Guide","quads","Quads","quads","False"
"Reverse Lunge Sled Walk Video Exercise Guide","quads","Quads","quads","False"
"2 KB Kettlebell Clean Video Exercise Guide","quads","Quads","quads","False"
"Kettlebell Thruster Video Exercise Guide","quads","Quads","quads","False"
"Band Resisted Back Squat Video Exercise Guide","quads","Quads","quads","False"
"Belt Squat Video Exercise Guide","quads","Quads","quads","False"
"2 KB Kettlebell Clean & Press Video Exercise Guide","quads","Quads","quads","False"
"1 KB Kettlebell Jerk Video Exercise Guide","quads","Quads","quads","False"
"1 to 2 Box Jump Video Exercise Guide","quads","Quads","quads","False"
"Bottoms Up 1 Kettlebell Split Squat Video Exercise Guide","quads","Quads","quads","False"
"Tire Flip Video Exercise Guide","quads","Quads","quads","False"
"2 KB Kettlebell Jerk Video Exercise Guide","quads","Quads","quads","False"
"2 to 1 Box Jump Video Exercise Guide","quads","Quads","quads","False"
"Valslide Reverse Lunges Video Exercise Guide","quads","Quads","quads","False"
"Back Squat Against Chains Video Exercise Guide","quads","Quads","quads","False"
"Anti-Rotation Forward Sled Walk Video Exercise Guide","quads","Quads","quads","False"
"Overhead Banded Squat Video Exercise Guide","quads","Quads","quads","False"
"Valslide Lateral Lunge Video Exercise Guide","quads","Quads","quads","False"
"Back Squat to Box Against Chains Video Exercise Guide","quads","Quads","quads","False"
"Backward Sled Push Video Exercise Guide","quads","Quads","quads","False"
"Band Pull Apart Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Kettlebell Halo Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Half Kneeling Landmine Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Standing Kettlebell Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Banded Standing Shoulder Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Kettlebell Angled Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Half Kneeling Kettlebell Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"One Arm Kettlebell Z Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Rotational Medicine Ball Throw Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Shoulder Pin Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Single Arm Landmine Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Banded Shoulder Dislocates Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Landmine Thruster Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Standing One Arm Kettlebell Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Rotational Medicine Ball Scoop Toss Facing Wall Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Banded Upright Row Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Bus Drivers Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Supinated 90 Degree Band Pull Apart Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Shoulder To Shoulder Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Step Behind Rotational Medicine Ball Throw Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"2 KB Kettlebell Push Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Seated Kettlebell Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Half Kneeling Bottoms Up Kettlebell Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Reverse Lunge with Alternating Waves Battling Ropes Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"One Arm Seated Kettlebell Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Single Arm Landmine Push Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Trap Bar Shoulder Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Reverse Fly Sled Drag Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Band Resistance Single Arm Standing Landmine Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Rotational Med Ball Shot Put Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Double Wave Battling Rope Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Lateral Slam Battling Rope Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Face Pulls on Rings Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Alternating Waves with Kneeling Get Ups Battling Ropes Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Rotational Medicine Ball Step Behind Shot Put Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Power Slam Battling Rope Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Jumping Jacks Battling Ropes Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Kettlebell Arm Bar Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Half Kneeling Battling Rope Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Lunge Jump with Alternating Waves Battling Ropes Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Pronated 90 Degree Band Pull Apart Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"No Counter Movement Rotational Medicine Ball Throw Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Modified Handstand Push Up (Off Box) Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Shuffle Into Rotational Medicine Ball Throw Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Double Arm Circles Battling Ropes Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Split Stance Anti-Rotational Medicine Ball Scoop Toss Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Seated Battling Ropes Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Standing One Arm Bottoms Up Kettlebell Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Alternating Big Waves Battling Ropes Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Alternating Small Waves Battling Ropes Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Alternating Standing Kettlebell Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Tall Kneeling One Arm Kettlebell Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Tall Kneeling Battling Ropes Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Tall Kneeling One Arm Bottoms Up Kettlebell Press Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"Rotational Medicine Ball Shuffle Into Shot Put Video Exercise Guide","shoulders","Shoulders","shoulders","False"
"1 KB Kettlebell Sumo Deadlift High Pull Video Exercise Guide","traps","Traps","traps","False"
"2 KB Kettlebell Sumo Deadlift High Pull Video Exercise Guide","traps","Traps","traps","False"
"Weighted Tricep Dips Video Exercise Guide","triceps","Triceps","triceps","False"
"One Arm Kettlebell Floor Press Video Exercise Guide","triceps","Triceps","triceps","False"
"Band Assisted Dip Video Exercise Guide","triceps","Triceps","triceps","False"
"Kettlebell Floor Press Video Exercise Guide","triceps","Triceps","triceps","False"
"Ring Dip Video Exercise Guide","triceps","Triceps","triceps","False"
"One Arm Bottoms Up Kettlebell Floor Press Video Exercise Guide","triceps","Triceps","triceps","False"
"Weighted Bench Dip Video Exercise Guide","triceps","Triceps","triceps","False"
"Overhead Tricep Extension Sled Drag Video Exercise Guide","triceps","Triceps","triceps","False"
"Weighted Three Bench Dip Video Exercise Guide","triceps","Triceps","triceps","False"
