"Name","CurrentGroup","TargetMuscle","SuggestedGroup","NeedsUpdate"
"Glute Ham Raise (GHR) Video Exercise Guide","bodyweight","Hamstrings","hamstrings","True"
"Squat to Stand Video Exercise Guide","bodyweight","Quads","quads","True"
"Shoulder Tap Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Sissy Squat Video Exercise Guide","bodyweight","Quads","quads","True"
"Reverse Hyperextension Video Exercise Guide","bodyweight","Glutes","glutes","True"
"Fingertip Push Ups Video Exercise Guide","bodyweight","Chest","chest","True"
"90/90 Piriformis Stretch Video Exercise Guide","bodyweight","Glutes","glutes","True"
"Single Bench Dip Video Exercise Guide","bodyweight","Triceps","triceps","True"
"Stretch Push Up (On Risers) Video Exercise Guide","bodyweight","Chest","chest","True"
"Arm Circles Video Exercise Guide","bodyweight","Shoulders","shoulders","True"
"Rollover Into V-Sits Video Exercise Guide","bodyweight","Lower Back","lower-back","True"
"Incline Push Ups Video Exercise Guide","bodyweight","Chest","chest","True"
"Knee Push-Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Side Plank with Hip Dip Video Exercise Guide","bodyweight","Obliques","obliques","True"
"Kneeling Posterior Hip Capsule Mobilization Video Exercise Guide","bodyweight","Hip Flexors","hip-flexors","True"
"Figure 4 Glute Stretch Video Exercise Guide","bodyweight","Glutes","glutes","True"
"Marching Glute Bridge Video Exercise Guide","bodyweight","Glutes","glutes","True"
"Split Squat with Iso-Hold Video Exercise Guide","bodyweight","Quads","quads","True"
"Alternating Lateral Lunge with Overhead Reach Video Exercise Guide","bodyweight","Adductors","adductors","True"
"Razor Curl Video Exercise Guide","bodyweight","Hamstrings","hamstrings","True"
"Split Squat Jump Video Exercise Guide","bodyweight","Quads","quads","True"
"Partner Assisted Nordic Hamstring Curls Video Exercise Guide","bodyweight","Hamstrings","hamstrings","True"
"Cycled Split Squat Jump Video Exercise Guide","bodyweight","Quads","quads","True"
"Dynamic Pigeon Video Exercise Guide","bodyweight","Glutes","glutes","True"
"Self-Assisted Straight Bar Dip Video Exercise Guide","bodyweight","Chest","chest","True"
"Wide Grip Chin Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Single Leg Hop Video Exercise Guide","bodyweight","Quads","quads","True"
"Cradle Walk Video Exercise Guide","bodyweight","Hip Flexors","hip-flexors","True"
"L-Sit Pull Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Inchworm Video Exercise Guide","bodyweight","Hamstrings","hamstrings","True"
"Archer Pull Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Cradle Walk to Forward Lunge Video Exercise Guide","bodyweight","Hip Flexors","hip-flexors","True"
"Bodyweight Floor Calf Raise Video Exercise Guide","bodyweight","Calves","calves","True"
"Lateral Kneeling Adductor Mobilization Video Exercise Guide","bodyweight","Adductors","adductors","True"
"Inverted Shrug Video Exercise Guide","bodyweight","Traps","traps","True"
"Wide Grip Push Ups Video Exercise Guide","bodyweight","Chest","chest","True"
"Split Squat Video Exercise Guide","bodyweight","Quads","quads","True"
"Push Up with Mountain Climber Video Exercise Guide","bodyweight","Chest","chest","True"
"Reverse Lunge with Twist Video Exercise Guide","bodyweight","Quads","quads","True"
"1 Leg Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Sphinx Push Up Video Exercise Guide","bodyweight","Triceps","triceps","True"
"Rocking Frog Stretch Video Exercise Guide","bodyweight","Adductors","adductors","True"
"Eccentric Only Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Chin Up With Leg Raise Video Exercise Guide","bodyweight","Lats","lats","True"
"Pull Up with Leg Raise Video Exercise Guide","bodyweight","Lats","lats","True"
"Cross Body Arm Swings Video Exercise Guide","bodyweight","Chest","chest","True"
"Supine Hip Internal Rotation Video Exercise Guide","bodyweight","Glutes","glutes","True"
"Rack Pec Stretch Video Exercise Guide","bodyweight","Chest","chest","True"
"Push-Up (On Bench) Video Exercise Guide","bodyweight","Chest","chest","True"
"Wide Grip Incline Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Rock Back Extension Rotation Video Exercise Guide","bodyweight","Upper Back","middle-back","True"
"Bench T-Spine Mobilization Video Exercise Guide","bodyweight","Upper Back","middle-back","True"
"Close Grip Chin Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Rocking Gastrocnemius Emphasis Ankle Mobilization Video Exercise Guide","bodyweight","Calves","calves","True"
"Paused Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Squat to Stand w/ T-Spine Rotation Video Exercise Guide","bodyweight","Quads","quads","True"
"Single Leg Wall Squat Video Exercise Guide","bodyweight","Quads","quads","True"
"Bird Dog Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Push Up Jacks Video Exercise Guide","bodyweight","Chest","chest","True"
"Knuckle Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Plyometric Clapping Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Bodyweight Pistol Squat Video Exercise Guide","bodyweight","Quads","quads","True"
"L-Sit Chin Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Eccentric Only Incline Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"One Arm Chin Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Mixed Grip Chin Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Decline Bench Bodyweight Lunge Video Exercise Guide","bodyweight","Quads","quads","True"
"Push Up Plus Video Exercise Guide","bodyweight","Chest","chest","True"
"Eccentric Only Chin Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Rope Pull Up Video Exercise Guide","bodyweight","Lats","lats","True"
"One-Leg Floor Calf Raise Video Exercise Guide","bodyweight","Calves","calves","True"
"Push Up with Knee Drive Video Exercise Guide","bodyweight","Chest","chest","True"
"Bodyweight Bulgarian Split Squat Video Exercise Guide","bodyweight","Quads","quads","True"
"Straight Bar Dip Video Exercise Guide","bodyweight","Chest","chest","True"
"Lateral Lunge to Drop Lunge Video Exercise Guide","bodyweight","Quads","quads","True"
"Spiderman Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Lateral Hand Walk Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Quadruped Push Up Plus Video Exercise Guide","bodyweight","Shoulders","shoulders","True"
"Gironda Sternum Chin Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Push Up to Side Plank Video Exercise Guide","bodyweight","Chest","chest","True"
"One-Leg Donkey Calf Raise Video Exercise Guide","bodyweight","Calves","calves","True"
"Walking Quad Stretch to Overhead Lunge Video Exercise Guide","bodyweight","Quads","quads","True"
"Alternating Reach Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Around the Bar Chin Ups Video Exercise Guide","bodyweight","Lats","lats","True"
"Reverse Lunge Elbow to Instep with Rotation Video Exercise Guide","bodyweight","Quads","quads","True"
"Half Kneeling Quad Stretch Video Exercise Guide","bodyweight","Quads","quads","True"
"Reverse Lunge with Lateral Flexion Video Exercise Guide","bodyweight","Quads","quads","True"
"Half Kneeling PVC Pec Mobilization Video Exercise Guide","bodyweight","Chest","chest","True"
"Double Pause Chin Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Pec Minor Dip Video Exercise Guide","bodyweight","Chest","chest","True"
"Bodyweight Wall Squat Video Exercise Guide","bodyweight","Quads","quads","True"
"Knee Break Ankle Mobilization Video Exercise Guide","bodyweight","Calves","calves","True"
"Knee to Chest Single Leg Glute Bridge Video Exercise Guide","bodyweight","Glutes","glutes","True"
"Lying Single Arm Trap Raise Video Exercise Guide","bodyweight","Shoulders","shoulders","True"
"Back to Wall Alternating Shoulder Flexion Video Exercise Guide","bodyweight","Shoulders","shoulders","True"
"Wall Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Three Bench Dip Video Exercise Guide","bodyweight","Triceps","triceps","True"
"Single Pause Chin Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Double Pause Pull Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Back to Wall Shoulder Flexion Video Exercise Guide","bodyweight","Shoulders","shoulders","True"
"T-Push Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Triple Pause Chin Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Single Pause Pull Up Video Exercise Guide","bodyweight","Lats","lats","True"
"Forearm Wall Slide Video Exercise Guide","bodyweight","Shoulders","shoulders","True"
"Muscle Up Video Exercise Guide","bodyweight","Chest","chest","True"
"Straight Bar Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Lat Pull Down Video Exercise Guide","cable","Lats","lats","True"
"Rope Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Seated Cable Row Video Exercise Guide","cable","Upper Back","middle-back","True"
"Close Grip Lat Pull Down Video Exercise Guide","cable","Lats","lats","True"
"Standing Cable Fly Video Exercise Guide","cable","Chest","chest","True"
"Straight Arm Lat Pull Down Video Exercise Guide","cable","Lats","lats","True"
"Cable Lateral Raise Video Exercise Guide","cable","Shoulders","shoulders","True"
"Cable Face Pull Video Exercise Guide","cable","Shoulders","shoulders","True"
"Cable Iron Cross Video Exercise Guide","cable","Chest","chest","True"
"Cable Crossovers (Upper Chest) Video Exercise Guide","cable","Chest","chest","True"
"Standing Cable Reverse Fly Video Exercise Guide","cable","Shoulders","shoulders","True"
"Reverse Grip Cable Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Single Arm Cable Lateral Raise (Crossbody) Video Exercise Guide","cable","Shoulders","shoulders","True"
"High Pulley Overhead Tricep Extension (Rope Extension) Video Exercise Guide","cable","Triceps","triceps","True"
"Standing Low to High Cable Fly Video Exercise Guide","cable","Chest","chest","True"
"Seated Row (Rope Extension) Video Exercise Guide","cable","Upper Back","middle-back","True"
"Cable Tricep Extension With V-Bar Video Exercise Guide","cable","Triceps","triceps","True"
"Standing Low Pulley Overhead Tricep Extension (Rope Extension) Video Exercise Guide","cable","Triceps","triceps","True"
"Cable Upright Row Video Exercise Guide","cable","Shoulders","shoulders","True"
"Bent Over Low Pulley Rear Delt Fly Video Exercise Guide","cable","Shoulders","shoulders","True"
"Wood Chop Video Exercise Guide","cable","Obliques","obliques","True"
"Cable Chest Press Video Exercise Guide","cable","Chest","chest","True"
"Cable Face Pull with External Rotation Video Exercise Guide","cable","Shoulders","shoulders","True"
"Standing High to Low Cable Fly Video Exercise Guide","cable","Chest","chest","True"
"Shotgun Row Video Exercise Guide","cable","Lats","lats","True"
"One-Arm Cable Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Reverse One-Arm Cable Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Rope Straight Arm Pull Down Video Exercise Guide","cable","Lats","lats","True"
"Reverse Grip Cable Curl Video Exercise Guide","cable","Forearms","forearms","True"
"Underhand Close Grip Lateral Pulldown Video Exercise Guide","cable","Lats","lats","True"
"V-Bar Pull Down Video Exercise Guide","cable","Lats","lats","True"
"Flat Bench Cable Flys Video Exercise Guide","cable","Chest","chest","True"
"Cable Hip Abduction Video Exercise Guide","cable","Abductors","abductors","True"
"Cable Front Raise (Bilateral) Video Exercise Guide","cable","Shoulders","shoulders","True"
"Standing Cable Hamstring Curl Video Exercise Guide","cable","Hamstrings","hamstrings","True"
"One-Arm Seated Cable Row Video Exercise Guide","cable","Upper Back","middle-back","True"
"Cable Hip Adduction Video Exercise Guide","cable","Adductors","adductors","True"
"Cable Tricep Kickback Video Exercise Guide","cable","Triceps","triceps","True"
"Tall Kneeling Cable Lift Video Exercise Guide","cable","Obliques","obliques","True"
"Incline Cable Flys Video Exercise Guide","cable","Chest","chest","True"
"Incline Cable Chest Press Video Exercise Guide","cable","Chest","chest","True"
"Behind-The-Back Cable Wrist Curl Video Exercise Guide","cable","Forearms","forearms","True"
"One-Arm Cable Overhead Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"High Pulley Overhead Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Seated High Cable Row Video Exercise Guide","cable","Upper Back","middle-back","True"
"Cable Shrug Video Exercise Guide","cable","Traps","traps","True"
"One-Arm Seated Overhead Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Incline Bench Cable Row (Rope Extension) Video Exercise Guide","cable","Upper Back","middle-back","True"
"Tall Kneeling Cable Chop Video Exercise Guide","cable","Obliques","obliques","True"
"One-Arm Bent-Over Cable Reverse Fly Video Exercise Guide","cable","Shoulders","shoulders","True"
"Seated Cable Wrist Curl Video Exercise Guide","cable","Forearms","forearms","True"
"Seated Reverse Grip Cable Wrist Curl Video Exercise Guide","cable","Forearms","forearms","True"
"Lying Cable Shrug Video Exercise Guide","cable","Traps","traps","True"
"One-Leg Lying Cable Hamstring Curl Video Exercise Guide","cable","Hamstrings","hamstrings","True"
"Cable Concentration Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"One-Arm Cable Front Raise Video Exercise Guide","cable","Shoulders","shoulders","True"
"Cable Palm Rotational Row Video Exercise Guide","cable","Upper Back","middle-back","True"
"Lying Cable Leg Curl Video Exercise Guide","cable","Hamstrings","hamstrings","True"
"Incline Bench Cable Row Video Exercise Guide","cable","Upper Back","middle-back","True"
"Standing Low Pulley Overhead Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Decline Cable Chest Press Video Exercise Guide","cable","Chest","chest","True"
"Decline Cable Flys Video Exercise Guide","cable","Chest","chest","True"
"Cable Internal Rotation Video Exercise Guide","cable","Shoulders","shoulders","True"
"Standing Reverse Grip Cable Curl Video Exercise Guide","cable","Forearms","forearms","True"
"Lying Cable Pullover Video Exercise Guide","cable","Chest","chest","True"
"Thibaudeau Kayak Row Video Exercise Guide","cable","Lats","lats","True"
"Split Stance Cable Lift Video Exercise Guide","cable","Obliques","obliques","True"
"Seated Cable Shrug Video Exercise Guide","cable","Traps","traps","True"
"Cable Inner Chest Press Video Exercise Guide","cable","Chest","chest","True"
"Rope Crossover Seated Row Video Exercise Guide","cable","Upper Back","middle-back","True"
"Lying Cable Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Seated Low Pulley Overhead Tricep Extension (Rope Extension) Video Exercise Guide","cable","Triceps","triceps","True"
"Low Cable Wood Chop Video Exercise Guide","cable","Obliques","obliques","True"
"Incline Cable Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Cable Calf Raise Video Exercise Guide","cable","Calves","calves","True"
"Two-Arm Tricep Cable Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Half Kneeling Cable External Rotation Video Exercise Guide","cable","Shoulders","shoulders","True"
"Lying Cable Upright Row Video Exercise Guide","cable","Traps","traps","True"
"Reverse Grip Cable Preacher Curl Video Exercise Guide","cable","Forearms","forearms","True"
"Split Stance Cable Chop Video Exercise Guide","cable","Obliques","obliques","True"
"Two-Arm Cable Tricep Kickback Video Exercise Guide","cable","Triceps","triceps","True"
"Kneeling Overhead Tricep Extension (Over Flat Bench) Video Exercise Guide","cable","Triceps","triceps","True"
"Reverse Grip Incline Bench Cable Row Video Exercise Guide","cable","Upper Back","middle-back","True"
"Cable Row to Neck Video Exercise Guide","cable","Traps","traps","True"
"Lying Cable Tricep Extension (Rope Extension) Video Exercise Guide","cable","Triceps","triceps","True"
"Reverse One-Arm Cable Curl Video Exercise Guide","cable","Forearms","forearms","True"
"Lying Cable Front Raise Video Exercise Guide","cable","Shoulders","shoulders","True"
"One-Leg Cable Calf Raise Video Exercise Guide","cable","Calves","calves","True"
"Incline Cable Tricep Extension (Rope Extension) Video Exercise Guide","cable","Triceps","triceps","True"
"Seated Reverse Grip One-Arm Overhead Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Lying Cable Pullover (Rope Extension) Video Exercise Guide","cable","Chest","chest","True"
"Reverse Grip One-Arm Overhead Cable Tricep Extension Video Exercise Guide","cable","Triceps","triceps","True"
"Reverse Grip Cable Tricep Kickback Video Exercise Guide","cable","Triceps","triceps","True"
"Seated Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Seated Dumbbell Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Standing Machine Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"45 Degree Leg Press Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Standing One-Leg Calf Raise With Dumbbell Video Exercise Guide","calves","Calves","calves","False"
"One-Leg Seated Dumbbell Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Donkey Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Smith Machine Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Banded Tibialis Raise Video Exercise Guide","calves","Calves","calves","False"
"Hack Squat Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Double Jump Jump Rope Video Exercise Guide","calves","Calves","calves","False"
"Toes In Seated Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Toes In Standing Machine Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Anterior Calf Tiger Tail Video Exercise Guide","calves","Calves","calves","False"
"Reverse Jump Rope Video Exercise Guide","calves","Calves","calves","False"
"Jump Rope Video Exercise Guide","calves","Calves","calves","False"
"One-Leg Smith Machine Toe Raise Video Exercise Guide","calves","Calves","calves","False"
"Front to Back Jump Rope Video Exercise Guide","calves","Calves","calves","False"
"One-Leg Seated Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Smith Machine Toe Raise Video Exercise Guide","calves","Calves","calves","False"
"Rocking Soleus Emphasis Ankle Mobilization Video Exercise Guide","calves","Calves","calves","False"
"Skipping Jump Rope Video Exercise Guide","calves","Calves","calves","False"
"Toes Out Standing Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Smith Machine Seated Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Single Leg Jump Rope Video Exercise Guide","calves","Calves","calves","False"
"One-Leg Smith Machine Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Exercise Ball On-The-Wall Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Toes Out Seated Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Smith Machine Seated Toe Raise Video Exercise Guide","calves","Calves","calves","False"
"Side to Side Jump Rope Video Exercise Guide","calves","Calves","calves","False"
"Anterior Calf Lacrosse Ball Video Exercise Guide","calves","Calves","calves","False"
"One-Leg Smith Machine Seated Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Posterior Calf Lacrosse Ball Video Exercise Guide","calves","Calves","calves","False"
"Single Leg Circle Jump Rope Video Exercise Guide","calves","Calves","calves","False"
"Anterior Calf Foam Rolling Video Exercise Guide","calves","Calves","calves","False"
"45 Degree Calf Raise (Toes Out) Video Exercise Guide","calves","Calves","calves","False"
"Single Leg Front to Back Jump Rope Video Exercise Guide","calves","Calves","calves","False"
"Peroneal Foam Rolling Video Exercise Guide","calves","Calves","calves","False"
"45 Degree Calf Raise (Toes In) Video Exercise Guide","calves","Calves","calves","False"
"Posterior Calf Foam Rolling Video Exercise Guide","calves","Calves","calves","False"
"Single Leg Side to Side Jump Rope Video Exercise Guide","calves","Calves","calves","False"
"One-Leg Hack Squat Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Alternating Single Leg Jump Rope Video Exercise Guide","calves","Calves","calves","False"
"Smith Machine Calf Raise (Toes In) Video Exercise Guide","calves","Calves","calves","False"
"(Posterior) Calves Tiger Tail Video Exercise Guide","calves","Calves","calves","False"
"One-Leg 45 Degree Calf Raise Video Exercise Guide","calves","Calves","calves","False"
"Smith Machine Calf Raise (Toes Out) Video Exercise Guide","calves","Calves","calves","False"
"Peroneal Tiger Tail Video Exercise Guide","calves","Calves","calves","False"
"45 Degree Toe Raise Video Exercise Guide","calves","Calves","calves","False"
"Dumbbell Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Dumbbell Pullover Video Exercise Guide","chest","Chest","chest","False"
"Incline Dumbbell Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Dumbbell Flys Video Exercise Guide","chest","Chest","chest","False"
"Pec Deck Video Exercise Guide","chest","Chest","chest","False"
"Incline Dumbbell Flys Video Exercise Guide","chest","Chest","chest","False"
"Hammer Strength Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Close Grip Dumbbell Press (AKA Crush Press) Video Exercise Guide","chest","Chest","chest","False"
"Reverse Grip Dumbbell Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Hammer Strength Machine Incline Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Decline Dumbbell Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Smith Machine Incline Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Weighted Chest Dip Video Exercise Guide","chest","Chest","chest","False"
"Exercise Ball Dumbbell Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Neutral Grip Incline Dumbbell Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Decline Push Up (Feet on Bench) Video Exercise Guide","chest","Chest","chest","False"
"Smith Machine Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Decline Dumbbell Flys Video Exercise Guide","chest","Chest","chest","False"
"Dumbbell Twist Fly Video Exercise Guide","chest","Chest","chest","False"
"One Arm Kettlebell Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Neutral Grip Dumbbell Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Dumbbell Twist Press Video Exercise Guide","chest","Chest","chest","False"
"One Arm Dumbbell Fly Video Exercise Guide","chest","Chest","chest","False"
"Reverse Grip Dumbbell Squeeze Press Video Exercise Guide","chest","Chest","chest","False"
"Kettlebell Push Up Video Exercise Guide","chest","Chest","chest","False"
"Alternate Dumbbell Bench Press (high start) Video Exercise Guide","chest","Chest","chest","False"
"Incline Dumbbell Twist Fly Video Exercise Guide","chest","Chest","chest","False"
"Dumbbell Bench Press Rotational Grip Video Exercise Guide","chest","Chest","chest","False"
"Push Up (Feet on Swiss Ball) Video Exercise Guide","chest","Chest","chest","False"
"One-Arm Dumbbell Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Bosu Ball Push Up Video Exercise Guide","chest","Chest","chest","False"
"Decline Smith Machine Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Standing Medicine Ball Chest Throw Video Exercise Guide","chest","Chest","chest","False"
"Tall Kneeling Medicine Ball Chest Pass Video Exercise Guide","chest","Chest","chest","False"
"Single Leg Medicine Ball Chest Pass Wall Tap Video Exercise Guide","chest","Chest","chest","False"
"Smith Machine Wide Grip Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Chain Fly Video Exercise Guide","chest","Chest","chest","False"
"Wide Grip Decline Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Decline Dumbbell Twist Fly Video Exercise Guide","chest","Chest","chest","False"
"Exercise Ball Push Up Video Exercise Guide","chest","Chest","chest","False"
"Resistance Banded Dumbbell Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Alternating Dumbbell Bench Press (Low Start) Video Exercise Guide","chest","Chest","chest","False"
"Exercise Ball Dumbbell Fly Video Exercise Guide","chest","Chest","chest","False"
"Valslide Push Up Video Exercise Guide","chest","Chest","chest","False"
"Alternating Incline Dumbbell Fly Video Exercise Guide","chest","Chest","chest","False"
"Alternating Medicine Ball Push Up Video Exercise Guide","chest","Chest","chest","False"
"Reverse Grip Incline Push Up Video Exercise Guide","chest","Chest","chest","False"
"Sled Press Video Exercise Guide","chest","Chest","chest","False"
"Alternating Decline Dumbbell Fly Video Exercise Guide","chest","Chest","chest","False"
"Exercise Ball Cable Fly Video Exercise Guide","chest","Chest","chest","False"
"Bench Press Against Chains Video Exercise Guide","chest","Chest","chest","False"
"One Arm Bottoms Up Kettlebell Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Pec Foam Rolling Video Exercise Guide","chest","Chest","chest","False"
"Standing PVC Pec Mobilization Video Exercise Guide","chest","Chest","chest","False"
"Lying Medicine Ball Power Drop Video Exercise Guide","chest","Chest","chest","False"
"Neutral Grip Decline Dumbbell Bench Press Video Exercise Guide","chest","Chest","chest","False"
"Yoga Push Up Video Exercise Guide","chest","Chest","chest","False"
"Alternating Dumbbell Fly Video Exercise Guide","chest","Chest","chest","False"
"Half Kneeling Medicine Ball Chest Pass Video Exercise Guide","chest","Chest","chest","False"
"Pec Lacrosse Ball Video Exercise Guide","chest","Chest","chest","False"
"Ring Fly Video Exercise Guide","chest","Chest","chest","False"
"Alternating Dumbbell Bench Press on Exercise Ball Video Exercise Guide","chest","Chest","chest","False"
"Ring Push Up Video Exercise Guide","chest","Chest","chest","False"
"Bent Over Dumbbell Row Video Exercise Guide","compound","Upper Back","middle-back","True"
"One Arm Dumbbell Row Video Exercise Guide","compound","Upper Back","middle-back","True"
"Dumbbell Stiff Leg Deadlift Video Exercise Guide","compound","Hamstrings","hamstrings","True"
"Seated Dumbbell Press Video Exercise Guide","compound","Shoulders","shoulders","True"
"Dumbbell Squat Video Exercise Guide","compound","Quads","quads","True"
"Standing Dumbbell Shoulder Press Video Exercise Guide","compound","Shoulders","shoulders","True"
"Seated Arnold Press Video Exercise Guide","compound","Shoulders","shoulders","True"
"Dumbbell Goblet Squat Video Exercise Guide","compound","Quads","quads","True"
"Dumbbell Floor Press Video Exercise Guide","compound","Triceps","triceps","True"
"Dumbbell Deadlift Video Exercise Guide","compound","Lower Back","lower-back","True"
"Dumbbell Lunge Video Exercise Guide","compound","Quads","quads","True"
"Leg Press Video Exercise Guide","compound","Quads","quads","True"
"Machine Row Video Exercise Guide","compound","Upper Back","middle-back","True"
"Smith Machine Shoulder Press Video Exercise Guide","compound","Shoulders","shoulders","True"
"Dumbbell Step Up Video Exercise Guide","compound","Quads","quads","True"
"One Leg Dumbbell Squat (AKA Dumbbell Bulgarian Split Squat) Video Exercise Guide","compound","Quads","quads","True"
"1 Kettlebell Suitcase Deadlift Video Exercise Guide","compound","Hamstrings","hamstrings","True"
"Machine Shoulder Press Video Exercise Guide","compound","Shoulders","shoulders","True"
"Dumbbell Lateral Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Seated Dumbbell Tricep Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Lying Dumbbell Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Bent Over Dumbbell Reverse Fly Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Dumbbell Shrug Video Exercise Guide","dumbbell","Traps","traps","True"
"Bent Over Dumbbell Tricep Kickback Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Seated Dumbbell Lateral Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Dumbbell Hamstring Curl Video Exercise Guide","dumbbell","Hamstrings","hamstrings","True"
"Two Arm Standing Dumbbell Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Dumbbell Rear Lunge Video Exercise Guide","dumbbell","Quads","quads","True"
"Seated Bent Over Dumbbell Reverse Fly Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Neutral Grip Chest Supported Dumbbell Row Video Exercise Guide","dumbbell","Upper Back","middle-back","True"
"Tripod Dumbbell Row Video Exercise Guide","dumbbell","Upper Back","middle-back","True"
"Dumbbell Side Bends Video Exercise Guide","dumbbell","Obliques","obliques","True"
"One-Arm Standing Dumbbell Extension Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Standing Dumbbell Front Raise Video Exercise Guide","dumbbell","Shoulders","shoulders","True"
"Frog Squat Video Exercise Guide","dumbbell","Quads","quads","True"
"Reverse Grip Bent-Over Dumbbell Row Video Exercise Guide","dumbbell","Upper Back","middle-back","True"
"Dumbbell Walking Lunge Video Exercise Guide","dumbbell","Quads","quads","True"
"Dumbbell Tricep Kickback Video Exercise Guide","dumbbell","Triceps","triceps","True"
"Plie Squat Video Exercise Guide","dumbbell","Quads","quads","True"
"Incline Bench Two Arm Dumbbell Row Video Exercise Guide","dumbbell","Upper Back","middle-back","True"
